variant,trial,failure_class,committed,safe_outcome,residual_effects,unsafe_executions,latency_ms
full,65,unsafe_path,False,True,0,0,0.864459
full,66,runtime_exception,False,True,0,0,2.207625
full,67,unsafe_path,False,True,0,0,0.725792
full,68,runtime_exception,False,True,0,0,2.265333
full,69,unsafe_path,False,True,0,0,0.735708
full,70,runtime_exception,False,True,0,0,2.232542
full,71,unsafe_path,False,True,0,0,1.062833
full,72,runtime_exception,False,True,0,0,2.699042
full,73,unsafe_path,False,True,0,0,0.758583
full,74,runtime_exception,False,True,0,0,2.120166
full,75,unsafe_path,False,True,0,0,0.726125
full,76,runtime_exception,False,True,0,0,2.12975
full,77,unsafe_path,False,True,0,0,0.711542
full,78,runtime_exception,False,True,0,0,2.175584
full,79,unsafe_path,False,True,0,0,1.057042
full,80,runtime_exception,False,True,0,0,2.354583
full,81,unsafe_path,False,True,0,0,0.760916
full,82,runtime_exception,False,True,0,0,2.126667
full,83,unsafe_path,False,True,0,0,0.729917
full,84,runtime_exception,False,True,0,0,2.141334
full,85,unsafe_path,False,True,0,0,0.772167
full,86,runtime_exception,False,True,0,0,2.637042
full,87,unsafe_path,False,True,0,0,1.154333
full,88,runtime_exception,False,True,0,0,2.324458
full,89,unsafe_path,False,True,0,0,0.793875
full,90,runtime_exception,False,True,0,0,2.191375
full,91,unsafe_path,False,True,0,0,0.749917
full,92,runtime_exception,False,True,0,0,2.302459
full,93,unsafe_path,False,True,0,0,0.787625
full,94,runtime_exception,False,True,0,0,2.929625
full,95,unsafe_path,False,True,0,0,0.961792
full,96,runtime_exception,False,True,0,0,2.241667
full,97,unsafe_path,False,True,0,0,0.725708
full,98,runtime_exception,False,True,0,0,2.16
full,99,unsafe_path,False,True,0,0,0.735917
full,100,runtime_exception,False,True,0,0,2.199459
full,101,unsafe_path,False,True,0,0,1.00975
full,102,runtime_exception,False,True,0,0,2.748083
full,103,unsafe_path,False,True,0,0,0.78025
full,104,runtime_exception,False,True,0,0,2.196166
full,105,unsafe_path,False,True,0,0,0.732625
full,106,runtime_exception,False,True,0,0,2.161416
full,107,unsafe_path,False,True,0,0,0.746875
full,108,runtime_exception,False,True,0,0,2.184958
full,109,unsafe_path,False,True,0,0,1.153958
full,110,runtime_exception,False,True,0,0,2.264375
full,111,unsafe_path,False,True,0,0,0.745834
full,112,runtime_exception,False,True,0,0,2.306417
full,113,unsafe_path,False,True,0,0,0.773458
full,114,runtime_exception,False,True,0,0,2.339833
full,115,unsafe_path,False,True,0,0,0.736416
full,116,runtime_exception,False,True,0,0,2.585375
full,117,unsafe_path,False,True,0,0,0.772
full,118,runtime_exception,False,True,0,0,2.176416
full,119,unsafe_path,False,True,0,0,0.837625
full,120,runtime_exception,False,True,0,0,2.432833
full,121,unsafe_path,False,True,0,0,0.773125
full,122,runtime_exception,False,True,0,0,2.151167
full,123,unsafe_path,False,True,0,0,0.732209
full,124,runtime_exception,False,True,0,0,2.778791
full,125,unsafe_path,False,True,0,0,0.756917
full,126,runtime_exception,False,True,0,0,2.401792
full,127,unsafe_path,False,True,0,0,0.86825
full,128,runtime_exception,False,True,0,0,2.233542
full,129,unsafe_path,False,True,0,0,0.734125
full,130,runtime_exception,False,True,0,0,2.139458
full,131,unsafe_path,False,True,0,0,0.866958
full,132,runtime_exception,False,True,0,0,2.143625
full,133,unsafe_path,False,True,0,0,0.748917
full,134,runtime_exception,False,True,0,0,2.582458
full,135,unsafe_path,False,True,0,0,0.81675
full,136,runtime_exception,False,True,0,0,2.203459
full,137,unsafe_path,False,True,0,0,0.756291
full,138,runtime_exception,False,True,0,0,2.171375
full,139,unsafe_path,False,True,0,0,0.928958
full,140,runtime_exception,False,True,0,0,2.261542
full,141,unsafe_path,False,True,0,0,0.743167
full,142,runtime_exception,False,True,0,0,2.413166
full,143,unsafe_path,False,True,0,0,0.778667
full,144,runtime_exception,False,True,0,0,2.178375
full,145,unsafe_path,False,True,0,0,0.7235
full,146,runtime_exception,False,True,0,0,2.133875
full,147,unsafe_path,False,True,0,0,0.902417
full,148,runtime_exception,False,True,0,0,2.199167
full,149,unsafe_path,False,True,0,0,0.789958
full,150,runtime_exception,False,True,0,0,2.92125
full,151,unsafe_path,False,True,0,0,0.821792
full,152,runtime_exception,False,True,0,0,2.205
full,153,unsafe_path,False,True,0,0,0.735
full,154,runtime_exception,False,True,0,0,2.238875
full,155,unsafe_path,False,True,0,0,0.761167
full,156,runtime_exception,False,True,0,0,2.342208
full,157,unsafe_path,False,True,0,0,0.894416
full,158,runtime_exception,False,True,0,0,2.17525
full,159,unsafe_path,False,True,0,0,0.737333
full,160,runtime_exception,False,True,0,0,2.156208
full,161,unsafe_path,False,True,0,0,0.725417
full,162,runtime_exception,False,True,0,0,2.267333
full,163,unsafe_path,False,True,0,0,0.795166
full,164,runtime_exception,False,True,0,0,2.222042
full,165,unsafe_path,False,True,0,0,0.811417
full,166,runtime_exception,False,True,0,0,2.446083
full,167,unsafe_path,False,True,0,0,0.776
full,168,runtime_exception,False,True,0,0,2.605375
full,169,unsafe_path,False,True,0,0,0.821459
full,170,runtime_exception,False,True,0,0,3.954625
full,171,unsafe_path,False,True,0,0,1.109833
full,172,runtime_exception,False,True,0,0,2.816792
full,173,unsafe_path,False,True,0,0,0.827458
full,174,runtime_exception,False,True,0,0,2.538084
full,175,unsafe_path,False,True,0,0,1.0125
full,176,runtime_exception,False,True,0,0,2.336041
full,177,unsafe_path,False,True,0,0,0.786375
full,178,runtime_exception,False,True,0,0,3.043917
full,179,unsafe_path,False,True,0,0,0.854
full,180,runtime_exception,False,True,0,0,2.388667
full,181,unsafe_path,False,True,0,0,0.83975
full,182,runtime_exception,False,True,0,0,2.439167
full,183,unsafe_path,False,True,0,0,0.770209
full,184,runtime_exception,False,True,0,0,2.249
full,185,unsafe_path,False,True,0,0,1.478041
full,186,runtime_exception,False,True,0,0,2.5515
full,187,unsafe_path,False,True,0,0,0.780708
full,188,runtime_exception,False,True,0,0,2.261208
full,189,unsafe_path,False,True,0,0,1.058792
full,190,runtime_exception,False,True,0,0,2.251583
full,191,unsafe_path,False,True,0,0,0.877958
full,192,runtime_exception,False,True,0,0,2.939542
full,193,unsafe_path,False,True,0,0,0.941291
full,194,runtime_exception,False,True,0,0,2.354416
full,195,unsafe_path,False,True,0,0,0.834041
full,196,runtime_exception,False,True,0,0,2.340875
full,197,unsafe_path,False,True,0,0,0.90925
full,198,runtime_exception,False,True,0,0,2.590958
full,199,unsafe_path,False,True,0,0,0.964375
